product_id,stock_out_timestamps,stock_out_duration_hours,stock_out_days,total_stock_out_hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-05-26 23:59:58+0000', tz='UTC')), (Timestamp('2022-06-07 15:54:04+0000', tz='UTC'), Timestamp('2022-06-17 23:43:11+0000', tz='UTC')), (Timestamp('2022-11-29 19:42:30+0000', tz='UTC'), Timestamp('2022-12-02 07:41:06+0000', tz='UTC')), (Timestamp('2022-12-10 10:38:23+0000', tz='UTC'), Timestamp('2022-12-16 23:59:58+0000', tz='UTC')), (Timestamp('2023-02-28 00:09:25+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[3503.9991666666665, 247.81861111111112, 59.97666666666667, 157.35972222222222, 767.8425]","[145, 10, 2, 6, 31]",4736.996667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-01-25 19:35:17+0000', tz='UTC')), (Timestamp('2022-01-25 19:35:17+0000', tz='UTC'), Timestamp('2022-01-26 15:27:28+0000', tz='UTC')), (Timestamp('2022-01-26 15:27:28+0000', tz='UTC'), Timestamp('2022-01-29 20:07:28+0000', tz='UTC')), (Timestamp('2022-01-29 20:07:28+0000', tz='UTC'), Timestamp('2022-01-30 05:38:18+0000', tz='UTC')), (Timestamp('2022-01-30 05:38:18+0000', tz='UTC'), Timestamp('2022-02-03 18:28:56+0000', tz='UTC')), (Timestamp('2022-02-03 18:28:56+0000', tz='UTC'), Timestamp('2022-02-13 09:21:08+0000', tz='UTC')), (Timestamp('2022-02-13 09:21:08+0000', tz='UTC'), Timestamp('2022-02-18 19:27:37+0000', tz='UTC')), (Timestamp('2022-02-18 19:27:37+0000', tz='UTC'), Timestamp('2022-02-26 01:40:13+0000', tz='UTC')), (Timestamp('2022-02-26 01:40:13+0000', tz='UTC'), Timestamp('2022-02-27 19:52:11+0000', tz='UTC')), (Timestamp('2022-02-27 19:52:11+0000', tz='UTC'), Timestamp('2022-02-28 18:35:39+0000', tz='UTC')), (Timestamp('2022-02-28 18:35:39+0000', tz='UTC'), Timestamp('2022-03-24 13:50:39+0000', tz='UTC')), (Timestamp('2022-03-24 13:50:39+0000', tz='UTC'), Timestamp('2022-03-25 19:26:31+0000', tz='UTC')), (Timestamp('2022-03-25 19:26:31+0000', tz='UTC'), Timestamp('2022-04-14 14:33:27+0000', tz='UTC')), (Timestamp('2022-04-14 14:33:27+0000', tz='UTC'), Timestamp('2022-04-20 13:55:54+0000', tz='UTC')), (Timestamp('2022-04-20 13:55:54+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[595.5877777777778, 19.869722222222222, 76.66666666666667, 9.51388888888889, 108.84388888888888, 230.87, 130.10805555555555, 174.21, 42.199444444444445, 22.724444444444444, 571.25, 29.59777777777778, 475.11555555555555, 143.37416666666667, 8290.067777777778]","[24, 0, 3, 0, 4, 9, 5, 7, 1, 0, 23, 1, 19, 5, 345]",10919.99917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-05-18 23:59:58+0000', tz='UTC'))]",[3311.9991666666665],[137],3311.999167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-01-23 16:32:32+0000', tz='UTC')), (Timestamp('2022-01-23 16:32:32+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[544.5419444444444, 10375.457222222221]","[22, 432]",10919.99917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-01-08 19:43:53+0000', tz='UTC')), (Timestamp('2022-01-15 05:53:23+0000', tz='UTC'), Timestamp('2022-01-18 21:12:10+0000', tz='UTC')), (Timestamp('2022-02-02 06:56:15+0000', tz='UTC'), Timestamp('2022-02-03 17:05:55+0000', tz='UTC')), (Timestamp('2022-05-25 21:27:32+0000', tz='UTC'), Timestamp('2022-05-28 23:59:58+0000', tz='UTC')), (Timestamp('2022-06-05 06:03:24+0000', tz='UTC'), Timestamp('2022-06-09 23:59:58+0000', tz='UTC')), (Timestamp('2022-06-17 12:59:25+0000', tz='UTC'), Timestamp('2022-06-18 17:54:34+0000', tz='UTC')), (Timestamp('2022-06-24 20:42:14+0000', tz='UTC'), Timestamp('2022-06-25 23:13:31+0000', tz='UTC'))]","[187.73111111111112, 87.31305555555555, 34.16111111111111, 74.54055555555556, 113.94277777777778, 28.919166666666666, 26.52138888888889]","[7, 3, 1, 3, 4, 1, 1]",553.1291667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-07-01 23:59:58+0000', tz='UTC'))]",[4367.9991666666665],[181],4367.999167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,"[(Timestamp('2022-07-23 23:59:58+0000', tz='UTC'), Timestamp('2022-07-25 23:59:58+0000', tz='UTC')), (Timestamp('2022-08-24 20:14:41+0000', tz='UTC'), Timestamp('2022-09-07 23:59:58+0000', tz='UTC')), (Timestamp('2022-10-20 23:59:58+0000', tz='UTC'), Timestamp('2022-10-21 23:59:58+0000', tz='UTC')), (Timestamp('2022-12-10 10:32:15+0000', tz='UTC'), Timestamp('2022-12-12 23:59:58+0000', tz='UTC'))]","[48.0, 339.7547222222222, 24.0, 61.46194444444444]","[2, 14, 1, 2]",473.2166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,"[(Timestamp('2022-01-13 15:36:08+0000', tz='UTC'), Timestamp('2022-01-18 17:50:17+0000', tz='UTC')), (Timestamp('2022-12-04 11:32:58+0000', tz='UTC'), Timestamp('2022-12-05 21:20:38+0000', tz='UTC'))]","[122.23583333333333, 33.794444444444444]","[5, 1]",156.0302778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,"[(Timestamp('2022-01-04 14:55:23+0000', tz='UTC'), Timestamp('2022-01-05 15:39:50+0000', tz='UTC')), (Timestamp('2022-01-08 12:52:51+0000', tz='UTC'), Timestamp('2022-01-10 23:59:58+0000', tz='UTC')), (Timestamp('2022-01-13 16:59:39+0000', tz='UTC'), Timestamp('2022-01-14 18:48:44+0000', tz='UTC')), (Timestamp('2022-01-16 11:31:32+0000', tz='UTC'), Timestamp('2022-01-17 23:59:58+0000', tz='UTC')), (Timestamp('2022-03-03 23:59:58+0000', tz='UTC'), Timestamp('2022-03-07 18:13:14+0000', tz='UTC')), (Timestamp('2022-05-22 20:16:04+0000', tz='UTC'), Timestamp('2022-05-23 23:59:58+0000', tz='UTC')), (Timestamp('2022-05-25 23:59:58+0000', tz='UTC'), Timestamp('2022-05-26 11:36:33+0000', tz='UTC')), (Timestamp('2022-06-12 19:37:53+0000', tz='UTC'), Timestamp('2022-06-15 23:59:58+0000', tz='UTC')), (Timestamp('2022-07-07 23:59:58+0000', tz='UTC'), Timestamp('2022-07-08 23:59:58+0000', tz='UTC')), (Timestamp('2022-07-31 23:59:58+0000', tz='UTC'), Timestamp('2022-08-03 23:59:58+0000', tz='UTC')), (Timestamp('2022-09-02 08:39:49+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[24.740833333333335, 59.118611111111115, 25.818055555555556, 36.47388888888889, 90.22111111111111, 27.731666666666666, 11.609722222222222, 76.36805555555556, 24.0, 72.0, 5055.3358333333335]","[1, 2, 1, 1, 3, 1, 0, 3, 1, 3, 210]",5503.417778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-08-09 23:59:58+0000', tz='UTC'))]",[5303.9991666666665],[220],5303.999167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,"[(Timestamp('2022-01-01 11:43:44+0000', tz='UTC'), Timestamp('2022-01-08 21:32:09+0000', tz='UTC')), (Timestamp('2022-01-08 21:32:09+0000', tz='UTC'), Timestamp('2022-01-09 22:01:18+0000', tz='UTC')), (Timestamp('2022-01-09 22:01:18+0000', tz='UTC'), Timestamp('2022-02-11 20:51:08+0000', tz='UTC')), (Timestamp('2022-02-11 20:51:08+0000', tz='UTC'), Timestamp('2022-02-12 18:36:15+0000', tz='UTC')), (Timestamp('2022-02-12 18:36:15+0000', tz='UTC'), Timestamp('2022-02-14 20:26:38+0000', tz='UTC')), (Timestamp('2022-02-14 20:26:38+0000', tz='UTC'), Timestamp('2022-02-18 21:19:56+0000', tz='UTC')), (Timestamp('2022-02-18 21:19:56+0000', tz='UTC'), Timestamp('2022-02-19 22:30:19+0000', tz='UTC')), (Timestamp('2022-02-19 22:30:19+0000', tz='UTC'), Timestamp('2022-02-20 20:34:27+0000', tz='UTC')), (Timestamp('2022-02-20 20:34:27+0000', tz='UTC'), Timestamp('2022-02-26 06:40:16+0000', tz='UTC')), (Timestamp('2022-02-26 06:40:16+0000', tz='UTC'), Timestamp('2022-03-14 14:33:43+0000', tz='UTC')), (Timestamp('2022-03-14 14:33:43+0000', tz='UTC'), Timestamp('2022-03-26 15:02:58+0000', tz='UTC')), (Timestamp('2022-03-26 23:57:26+0000', tz='UTC'), Timestamp('2022-04-23 16:44:07+0000', tz='UTC')), (Timestamp('2022-04-23 22:32:51+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[177.80694444444444, 24.485833333333332, 790.8305555555555, 21.751944444444444, 49.83972222222222, 96.88833333333334, 25.173055555555557, 22.06888888888889, 130.09694444444443, 391.8908333333333, 288.4875, 664.7780555555555, 8209.451944444445]","[7, 1, 32, 0, 2, 4, 1, 0, 5, 16, 12, 27, 342]",10893.55056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,"[(Timestamp('2022-03-08 17:35:04+0000', tz='UTC'), Timestamp('2022-03-10 19:49:30+0000', tz='UTC')), (Timestamp('2022-04-01 08:44:14+0000', tz='UTC'), Timestamp('2022-04-14 18:01:20+0000', tz='UTC')), (Timestamp('2022-05-18 19:17:18+0000', tz='UTC'), Timestamp('2022-05-19 18:56:04+0000', tz='UTC')), (Timestamp('2022-06-04 10:33:21+0000', tz='UTC'), Timestamp('2022-06-09 23:59:58+0000', tz='UTC')), (Timestamp('2022-09-06 18:30:08+0000', tz='UTC'), Timestamp('2022-09-08 12:10:30+0000', tz='UTC'))]","[50.24055555555555, 321.285, 23.64611111111111, 133.44361111111112, 41.672777777777775]","[2, 13, 0, 5, 1]",570.2880556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-02-25 12:11:26+0000', tz='UTC')), (Timestamp('2022-02-25 20:22:18+0000', tz='UTC'), Timestamp('2022-02-26 13:07:36+0000', tz='UTC')), (Timestamp('2022-02-26 13:07:36+0000', tz='UTC'), Timestamp('2022-02-27 08:10:14+0000', tz='UTC')), (Timestamp('2022-02-27 16:27:49+0000', tz='UTC'), Timestamp('2022-03-01 15:10:50+0000', tz='UTC')), (Timestamp('2022-03-01 21:57:32+0000', tz='UTC'), Timestamp('2022-03-02 15:33:58+0000', tz='UTC')), (Timestamp('2022-03-02 15:33:58+0000', tz='UTC'), Timestamp('2022-03-05 12:55:09+0000', tz='UTC')), (Timestamp('2022-03-05 18:12:06+0000', tz='UTC'), Timestamp('2022-03-06 05:57:16+0000', tz='UTC')), (Timestamp('2022-03-06 12:27:28+0000', tz='UTC'), Timestamp('2022-03-07 12:26:18+0000', tz='UTC')), (Timestamp('2022-03-07 12:26:18+0000', tz='UTC'), Timestamp('2022-03-08 18:28:57+0000', tz='UTC')), (Timestamp('2022-03-08 18:28:57+0000', tz='UTC'), Timestamp('2022-03-09 11:47:19+0000', tz='UTC')), (Timestamp('2022-03-09 12:24:41+0000', tz='UTC'), Timestamp('2022-03-10 19:36:22+0000', tz='UTC')), (Timestamp('2022-03-10 19:36:22+0000', tz='UTC'), Timestamp('2022-03-11 12:14:32+0000', tz='UTC')), (Timestamp('2022-03-11 12:14:32+0000', tz='UTC'), Timestamp('2022-03-12 01:33:59+0000', tz='UTC')), (Timestamp('2022-03-12 17:47:57+0000', tz='UTC'), Timestamp('2022-03-13 15:02:19+0000', tz='UTC')), (Timestamp('2022-03-13 18:35:30+0000', tz='UTC'), Timestamp('2022-03-14 17:42:05+0000', tz='UTC')), (Timestamp('2022-03-14 17:42:05+0000', tz='UTC'), Timestamp('2022-03-15 17:47:38+0000', tz='UTC')), (Timestamp('2022-03-15 17:47:38+0000', tz='UTC'), Timestamp('2022-03-16 17:49:56+0000', tz='UTC')), (Timestamp('2022-03-16 17:49:56+0000', tz='UTC'), Timestamp('2022-03-17 18:28:35+0000', tz='UTC')), (Timestamp('2022-03-17 18:28:35+0000', tz='UTC'), Timestamp('2022-03-18 22:22:11+0000', tz='UTC')), (Timestamp('2022-03-18 22:22:11+0000', tz='UTC'), Timestamp('2022-03-19 17:53:03+0000', tz='UTC')), (Timestamp('2022-03-19 17:53:03+0000', tz='UTC'), Timestamp('2022-03-20 17:47:48+0000', tz='UTC')), (Timestamp('2022-03-20 20:19:28+0000', tz='UTC'), Timestamp('2022-03-23 15:21:22+0000', tz='UTC')), (Timestamp('2022-03-23 18:38:14+0000', tz='UTC'), Timestamp('2022-03-25 07:16:08+0000', tz='UTC')), (Timestamp('2022-03-25 19:05:53+0000', tz='UTC'), Timestamp('2022-03-26 02:25:17+0000', tz='UTC')), (Timestamp('2022-03-26 02:25:17+0000', tz='UTC'), Timestamp('2022-03-28 21:58:41+0000', tz='UTC')), (Timestamp('2022-03-28 21:58:41+0000', tz='UTC'), Timestamp('2022-03-29 17:51:02+0000', tz='UTC')), (Timestamp('2022-03-29 19:54:11+0000', tz='UTC'), Timestamp('2022-04-02 11:52:24+0000', tz='UTC')), (Timestamp('2022-04-02 11:52:24+0000', tz='UTC'), Timestamp('2022-04-04 17:13:56+0000', tz='UTC')), (Timestamp('2022-04-04 17:13:56+0000', tz='UTC'), Timestamp('2022-04-09 17:26:41+0000', tz='UTC')), (Timestamp('2022-04-09 17:26:41+0000', tz='UTC'), Timestamp('2022-04-11 20:30:28+0000', tz='UTC')), (Timestamp('2022-04-11 20:30:28+0000', tz='UTC'), Timestamp('2022-04-12 17:10:44+0000', tz='UTC')), (Timestamp('2022-04-12 17:10:44+0000', tz='UTC'), Timestamp('2022-04-20 10:22:18+0000', tz='UTC')), (Timestamp('2022-04-20 15:47:14+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[1332.1902777777777, 16.755, 19.04388888888889, 46.716944444444444, 17.607222222222223, 69.35305555555556, 11.752777777777778, 23.980555555555554, 30.044166666666666, 17.30611111111111, 31.19472222222222, 16.636111111111113, 13.324166666666667, 21.239444444444445, 23.10972222222222, 24.0925, 24.038333333333334, 24.644166666666667, 27.893333333333334, 19.514444444444443, 23.9125, 67.03166666666667, 36.63166666666667, 7.323333333333333, 67.55666666666667, 19.8725, 87.97027777777778, 53.35888888888889, 120.2125, 51.06305555555556, 20.67111111111111, 185.1927777777778, 8288.212222222222]","[55, 0, 0, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 2, 1, 0, 2, 0, 3, 2, 5, 2, 0, 7, 345]",10839.44611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-02-24 18:57:07+0000', tz='UTC')), (Timestamp('2022-02-24 18:57:07+0000', tz='UTC'), Timestamp('2022-03-06 11:13:58+0000', tz='UTC')), (Timestamp('2022-03-06 11:13:58+0000', tz='UTC'), Timestamp('2022-03-28 08:15:58+0000', tz='UTC')), (Timestamp('2022-03-28 08:15:58+0000', tz='UTC'), Timestamp('2022-04-02 19:31:27+0000', tz='UTC')), (Timestamp('2022-04-02 19:31:27+0000', tz='UTC'), Timestamp('2022-04-13 12:33:37+0000', tz='UTC')), (Timestamp('2022-04-13 12:33:37+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[1314.9516666666666, 232.28083333333333, 525.0333333333333, 131.25805555555556, 257.0361111111111, 8459.439166666667]","[54, 9, 21, 5, 10, 352]",10919.99917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,"[(Timestamp('2022-04-18 20:37:58+0000', tz='UTC'), Timestamp('2022-04-20 18:35:50+0000', tz='UTC')), (Timestamp('2022-06-19 07:05:56+0000', tz='UTC'), Timestamp('2022-06-30 23:59:58+0000', tz='UTC')), (Timestamp('2023-01-15 07:23:23+0000', tz='UTC'), Timestamp('2023-01-17 23:59:58+0000', tz='UTC'))]","[45.964444444444446, 280.90055555555557, 64.60972222222222]","[1, 11, 2]",391.4747222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,"[(Timestamp('2022-08-14 21:18:14+0000', tz='UTC'), Timestamp('2022-08-17 17:52:12+0000', tz='UTC'))]",[68.56611111111111],[2],68.56611111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-02-22 14:56:56+0000', tz='UTC')), (Timestamp('2022-02-22 19:05:56+0000', tz='UTC'), Timestamp('2022-02-24 18:50:56+0000', tz='UTC')), (Timestamp('2022-02-24 20:10:23+0000', tz='UTC'), Timestamp('2022-02-26 17:47:55+0000', tz='UTC')), (Timestamp('2022-02-26 17:47:55+0000', tz='UTC'), Timestamp('2022-02-27 11:49:44+0000', tz='UTC')), (Timestamp('2022-02-27 11:49:44+0000', tz='UTC'), Timestamp('2022-02-28 15:06:11+0000', tz='UTC')), (Timestamp('2022-02-28 15:06:11+0000', tz='UTC'), Timestamp('2022-03-05 19:29:55+0000', tz='UTC')), (Timestamp('2022-03-05 19:29:55+0000', tz='UTC'), Timestamp('2022-03-07 11:10:08+0000', tz='UTC')), (Timestamp('2022-03-07 19:21:49+0000', tz='UTC'), Timestamp('2022-03-08 18:28:57+0000', tz='UTC')), (Timestamp('2022-03-08 18:28:57+0000', tz='UTC'), Timestamp('2022-03-09 22:26:15+0000', tz='UTC')), (Timestamp('2022-03-09 22:26:15+0000', tz='UTC'), Timestamp('2022-03-10 16:45:12+0000', tz='UTC')), (Timestamp('2022-03-10 16:45:12+0000', tz='UTC'), Timestamp('2022-03-11 20:41:12+0000', tz='UTC')), (Timestamp('2022-03-11 20:41:12+0000', tz='UTC'), Timestamp('2022-03-15 17:51:25+0000', tz='UTC')), (Timestamp('2022-03-15 18:45:40+0000', tz='UTC'), Timestamp('2022-03-17 12:14:50+0000', tz='UTC')), (Timestamp('2022-03-17 20:09:29+0000', tz='UTC'), Timestamp('2022-03-18 21:44:39+0000', tz='UTC')), (Timestamp('2022-03-18 21:44:39+0000', tz='UTC'), Timestamp('2022-03-19 19:47:11+0000', tz='UTC')), (Timestamp('2022-03-19 19:47:11+0000', tz='UTC'), Timestamp('2022-03-20 19:42:25+0000', tz='UTC')), (Timestamp('2022-03-20 20:24:06+0000', tz='UTC'), Timestamp('2022-04-09 12:26:59+0000', tz='UTC')), (Timestamp('2022-04-09 12:26:59+0000', tz='UTC'), Timestamp('2022-04-13 16:58:59+0000', tz='UTC')), (Timestamp('2022-04-13 16:58:59+0000', tz='UTC'), Timestamp('2022-04-22 12:12:09+0000', tz='UTC')), (Timestamp('2022-04-22 12:12:09+0000', tz='UTC'), Timestamp('2022-04-26 12:05:10+0000', tz='UTC')), (Timestamp('2022-04-26 15:50:43+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[1262.9486111111112, 47.75, 45.62555555555556, 18.030277777777776, 27.274166666666666, 124.39555555555556, 39.67027777777778, 23.11888888888889, 27.955, 18.315833333333334, 27.933333333333334, 93.17027777777778, 41.486111111111114, 25.586111111111112, 22.04222222222222, 23.920555555555556, 472.04805555555555, 100.53333333333333, 211.21944444444443, 95.88361111111111, 8144.154166666666]","[52, 1, 1, 0, 1, 5, 1, 0, 1, 0, 1, 3, 1, 1, 0, 0, 19, 4, 8, 3, 339]",10893.06139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2023-02-07 23:59:58+0000', tz='UTC'))]",[9671.999166666666],[402],9671.999167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,"[(Timestamp('2022-04-30 15:04:47+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]",[8048.919722222222],[335],8048.919722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
