product_id,stock_out_timestamps,stock_out_duration_hours,stock_out_days,total_stock_out_hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-03-24 23:59:58+0000', tz='UTC')), (Timestamp('2022-09-04 11:10:15+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[1991.9991666666667, 5004.828611111111]","[82, 208]",6996.827778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,[],[],[],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,"[(Timestamp('2022-09-03 23:59:58+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]",[5016.0],[209],5016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,"[(Timestamp('2022-01-28 06:12:39+0000', tz='UTC'), Timestamp('2022-02-18 15:08:33+0000', tz='UTC')), (Timestamp('2022-05-29 15:21:18+0000', tz='UTC'), Timestamp('2022-06-16 23:59:58+0000', tz='UTC')), (Timestamp('2023-02-05 13:51:21+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[512.9316666666666, 440.64444444444445, 1306.143611111111]","[21, 18, 54]",2259.719722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-02-26 08:44:15+0000', tz='UTC')), (Timestamp('2022-02-26 20:55:51+0000', tz='UTC'), Timestamp('2022-02-27 11:53:12+0000', tz='UTC')), (Timestamp('2022-02-27 19:36:16+0000', tz='UTC'), Timestamp('2022-02-28 06:17:04+0000', tz='UTC')), (Timestamp('2022-02-28 22:15:58+0000', tz='UTC'), Timestamp('2022-03-01 18:45:23+0000', tz='UTC')), (Timestamp('2022-03-01 19:25:27+0000', tz='UTC'), Timestamp('2022-03-02 11:47:52+0000', tz='UTC')), (Timestamp('2022-03-02 20:41:08+0000', tz='UTC'), Timestamp('2022-03-03 10:52:00+0000', tz='UTC')), (Timestamp('2022-03-03 20:41:57+0000', tz='UTC'), Timestamp('2022-03-04 09:55:24+0000', tz='UTC')), (Timestamp('2022-03-04 09:55:24+0000', tz='UTC'), Timestamp('2022-03-05 06:25:39+0000', tz='UTC')), (Timestamp('2022-03-05 19:19:39+0000', tz='UTC'), Timestamp('2022-03-06 10:08:49+0000', tz='UTC')), (Timestamp('2022-03-06 19:44:58+0000', tz='UTC'), Timestamp('2022-03-07 09:48:51+0000', tz='UTC')), (Timestamp('2022-03-07 20:57:17+0000', tz='UTC'), Timestamp('2022-03-08 20:45:52+0000', tz='UTC')), (Timestamp('2022-03-08 20:45:52+0000', tz='UTC'), Timestamp('2022-03-09 13:04:24+0000', tz='UTC')), (Timestamp('2022-03-09 19:45:51+0000', tz='UTC'), Timestamp('2022-03-10 07:55:33+0000', tz='UTC')), (Timestamp('2022-03-10 19:55:07+0000', tz='UTC'), Timestamp('2022-03-11 20:19:18+0000', tz='UTC')), (Timestamp('2022-03-11 20:36:19+0000', tz='UTC'), Timestamp('2022-03-12 09:59:54+0000', tz='UTC')), (Timestamp('2022-03-12 21:22:55+0000', tz='UTC'), Timestamp('2022-03-13 11:55:51+0000', tz='UTC')), (Timestamp('2022-03-13 20:14:36+0000', tz='UTC'), Timestamp('2022-03-14 11:29:53+0000', tz='UTC')), (Timestamp('2022-03-14 16:32:47+0000', tz='UTC'), Timestamp('2022-03-15 11:02:47+0000', tz='UTC')), (Timestamp('2022-03-15 12:36:38+0000', tz='UTC'), Timestamp('2022-03-16 10:01:22+0000', tz='UTC')), (Timestamp('2022-03-16 10:01:22+0000', tz='UTC'), Timestamp('2022-03-17 08:51:25+0000', tz='UTC')), (Timestamp('2022-03-17 19:12:25+0000', tz='UTC'), Timestamp('2022-03-18 18:27:11+0000', tz='UTC')), (Timestamp('2022-03-18 18:27:11+0000', tz='UTC'), Timestamp('2022-03-19 15:06:55+0000', tz='UTC')), (Timestamp('2022-03-19 18:29:21+0000', tz='UTC'), Timestamp('2022-03-20 15:43:42+0000', tz='UTC')), (Timestamp('2022-03-20 23:05:55+0000', tz='UTC'), Timestamp('2022-03-21 13:36:51+0000', tz='UTC')), (Timestamp('2022-03-21 21:15:03+0000', tz='UTC'), Timestamp('2022-03-22 11:34:00+0000', tz='UTC')), (Timestamp('2022-03-22 22:35:27+0000', tz='UTC'), Timestamp('2022-03-23 08:36:04+0000', tz='UTC')), (Timestamp('2022-03-23 20:07:32+0000', tz='UTC'), Timestamp('2022-03-24 06:48:31+0000', tz='UTC')), (Timestamp('2022-03-24 15:07:47+0000', tz='UTC'), Timestamp('2022-03-25 08:04:13+0000', tz='UTC')), (Timestamp('2022-03-25 14:38:28+0000', tz='UTC'), Timestamp('2022-03-26 07:59:19+0000', tz='UTC')), (Timestamp('2022-03-26 19:35:04+0000', tz='UTC'), Timestamp('2022-03-27 16:05:34+0000', tz='UTC')), (Timestamp('2022-03-27 22:05:03+0000', tz='UTC'), Timestamp('2022-03-28 12:59:27+0000', tz='UTC')), (Timestamp('2022-03-28 14:11:43+0000', tz='UTC'), Timestamp('2022-03-29 08:01:33+0000', tz='UTC')), (Timestamp('2022-03-29 20:25:52+0000', tz='UTC'), Timestamp('2022-03-30 06:54:04+0000', tz='UTC')), (Timestamp('2022-03-30 16:28:32+0000', tz='UTC'), Timestamp('2022-04-01 17:24:54+0000', tz='UTC')), (Timestamp('2022-04-01 17:24:54+0000', tz='UTC'), Timestamp('2022-04-02 14:23:26+0000', tz='UTC')), (Timestamp('2022-04-02 16:35:46+0000', tz='UTC'), Timestamp('2022-04-03 08:50:53+0000', tz='UTC')), (Timestamp('2022-04-03 10:23:33+0000', tz='UTC'), Timestamp('2022-04-04 10:23:38+0000', tz='UTC')), (Timestamp('2022-04-04 10:23:38+0000', tz='UTC'), Timestamp('2022-04-05 11:01:40+0000', tz='UTC')), (Timestamp('2022-04-05 20:13:07+0000', tz='UTC'), Timestamp('2022-04-06 16:38:21+0000', tz='UTC')), (Timestamp('2022-04-06 19:45:57+0000', tz='UTC'), Timestamp('2022-04-09 17:52:13+0000', tz='UTC')), (Timestamp('2022-04-09 17:52:13+0000', tz='UTC'), Timestamp('2022-04-10 08:32:45+0000', tz='UTC')), (Timestamp('2022-04-10 16:31:13+0000', tz='UTC'), Timestamp('2022-04-13 14:11:24+0000', tz='UTC')), (Timestamp('2022-04-13 18:51:52+0000', tz='UTC'), Timestamp('2022-04-19 13:18:26+0000', tz='UTC')), (Timestamp('2022-04-19 13:18:26+0000', tz='UTC'), Timestamp('2022-04-20 14:53:53+0000', tz='UTC')), (Timestamp('2022-04-20 18:18:50+0000', tz='UTC'), Timestamp('2022-04-24 17:17:28+0000', tz='UTC')), (Timestamp('2022-04-24 18:34:08+0000', tz='UTC'), Timestamp('2022-04-25 07:30:20+0000', tz='UTC')), (Timestamp('2022-04-25 21:31:04+0000', tz='UTC'), Timestamp('2022-04-27 07:54:11+0000', tz='UTC')), (Timestamp('2022-04-27 07:54:11+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[1352.7372222222223, 14.955833333333333, 10.68, 20.490277777777777, 16.37361111111111, 14.181111111111111, 13.224166666666667, 20.504166666666666, 14.819444444444445, 14.064722222222223, 23.809722222222224, 16.308888888888887, 12.161666666666667, 24.403055555555557, 13.393055555555556, 14.54888888888889, 15.254722222222222, 18.5, 21.412222222222223, 22.83416666666667, 23.246111111111112, 20.662222222222223, 21.239166666666666, 14.515555555555556, 14.315833333333334, 10.010277777777778, 10.683055555555555, 16.940555555555555, 17.3475, 20.508333333333333, 14.906666666666666, 17.830555555555556, 10.47, 48.93944444444445, 20.975555555555555, 16.251944444444444, 24.00138888888889, 24.63388888888889, 20.420555555555556, 70.10444444444444, 14.675555555555556, 69.66972222222222, 138.4427777777778, 25.590833333333332, 94.97722222222222, 12.936666666666667, 34.38527777777778, 8128.096388888889]","[56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 2, 0, 2, 5, 1, 3, 0, 1, 338]",10631.43444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,"[(Timestamp('2022-01-09 16:31:56+0000', tz='UTC'), Timestamp('2022-01-11 13:35:44+0000', tz='UTC'))]",[45.06333333333333],[1],45.06333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-10-05 12:43:50+0000', tz='UTC')), (Timestamp('2022-10-12 23:59:58+0000', tz='UTC'), Timestamp('2022-10-13 11:01:53+0000', tz='UTC')), (Timestamp('2022-10-28 17:55:07+0000', tz='UTC'), Timestamp('2022-10-29 12:48:20+0000', tz='UTC')), (Timestamp('2022-10-30 19:37:38+0000', tz='UTC'), Timestamp('2022-10-31 11:00:55+0000', tz='UTC')), (Timestamp('2022-11-01 23:59:58+0000', tz='UTC'), Timestamp('2022-11-02 13:58:42+0000', tz='UTC')), (Timestamp('2022-11-04 19:13:08+0000', tz='UTC'), Timestamp('2022-11-05 08:04:32+0000', tz='UTC')), (Timestamp('2022-11-09 16:27:02+0000', tz='UTC'), Timestamp('2022-11-10 13:35:05+0000', tz='UTC')), (Timestamp('2022-11-15 18:07:33+0000', tz='UTC'), Timestamp('2022-11-16 10:44:44+0000', tz='UTC')), (Timestamp('2022-11-16 17:01:00+0000', tz='UTC'), Timestamp('2022-11-17 08:32:24+0000', tz='UTC')), (Timestamp('2022-11-17 17:37:17+0000', tz='UTC'), Timestamp('2022-11-18 22:31:01+0000', tz='UTC')), (Timestamp('2022-11-19 19:55:16+0000', tz='UTC'), Timestamp('2022-11-20 12:18:00+0000', tz='UTC')), (Timestamp('2022-11-20 21:01:45+0000', tz='UTC'), Timestamp('2022-11-21 19:10:41+0000', tz='UTC')), (Timestamp('2022-11-22 13:08:19+0000', tz='UTC'), Timestamp('2022-11-24 23:59:58+0000', tz='UTC')), (Timestamp('2022-11-25 23:59:58+0000', tz='UTC'), Timestamp('2022-11-26 16:54:50+0000', tz='UTC')), (Timestamp('2022-11-27 20:07:02+0000', tz='UTC'), Timestamp('2022-11-28 16:39:48+0000', tz='UTC')), (Timestamp('2022-11-29 23:38:56+0000', tz='UTC'), Timestamp('2022-11-30 14:40:28+0000', tz='UTC')), (Timestamp('2022-11-30 18:31:10+0000', tz='UTC'), Timestamp('2022-12-01 10:55:06+0000', tz='UTC')), (Timestamp('2022-12-02 17:33:01+0000', tz='UTC'), Timestamp('2022-12-03 12:32:49+0000', tz='UTC')), (Timestamp('2022-12-03 19:54:43+0000', tz='UTC'), Timestamp('2022-12-04 13:53:33+0000', tz='UTC')), (Timestamp('2022-12-04 20:06:11+0000', tz='UTC'), Timestamp('2022-12-05 09:00:12+0000', tz='UTC')), (Timestamp('2022-12-05 18:29:29+0000', tz='UTC'), Timestamp('2022-12-07 23:59:58+0000', tz='UTC')), (Timestamp('2022-12-08 23:59:58+0000', tz='UTC'), Timestamp('2022-12-09 15:01:27+0000', tz='UTC')), (Timestamp('2022-12-09 21:04:02+0000', tz='UTC'), Timestamp('2022-12-10 10:40:43+0000', tz='UTC')), (Timestamp('2022-12-11 20:24:18+0000', tz='UTC'), Timestamp('2022-12-12 21:11:39+0000', tz='UTC')), (Timestamp('2022-12-14 09:15:06+0000', tz='UTC'), Timestamp('2022-12-15 15:58:27+0000', tz='UTC')), (Timestamp('2022-12-15 21:49:39+0000', tz='UTC'), Timestamp('2022-12-16 10:06:28+0000', tz='UTC')), (Timestamp('2022-12-17 12:33:18+0000', tz='UTC'), Timestamp('2022-12-18 23:59:58+0000', tz='UTC')), (Timestamp('2022-12-21 19:07:23+0000', tz='UTC'), Timestamp('2022-12-22 23:59:58+0000', tz='UTC')), (Timestamp('2022-12-23 23:59:58+0000', tz='UTC'), Timestamp('2022-12-24 10:36:57+0000', tz='UTC')), (Timestamp('2022-12-25 23:59:58+0000', tz='UTC'), Timestamp('2022-12-27 11:43:23+0000', tz='UTC')), (Timestamp('2022-12-31 12:08:34+0000', tz='UTC'), Timestamp('2023-01-02 19:19:05+0000', tz='UTC')), (Timestamp('2023-01-02 22:19:14+0000', tz='UTC'), Timestamp('2023-01-03 11:24:26+0000', tz='UTC')), (Timestamp('2023-01-06 09:37:31+0000', tz='UTC'), Timestamp('2023-01-09 20:09:13+0000', tz='UTC')), (Timestamp('2023-01-09 20:09:13+0000', tz='UTC'), Timestamp('2023-01-10 19:46:17+0000', tz='UTC')), (Timestamp('2023-01-23 09:02:21+0000', tz='UTC'), Timestamp('2023-01-24 09:13:50+0000', tz='UTC')), (Timestamp('2023-02-13 08:47:55+0000', tz='UTC'), Timestamp('2023-02-15 18:04:03+0000', tz='UTC')), (Timestamp('2023-03-04 05:29:09+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[6660.730277777778, 11.031944444444445, 18.886944444444445, 15.388055555555555, 13.97888888888889, 12.856666666666667, 21.134166666666665, 16.619722222222222, 15.523333333333333, 28.895555555555557, 16.378888888888888, 22.148888888888887, 58.86083333333333, 16.914444444444445, 20.54611111111111, 15.025555555555556, 16.398888888888887, 18.996666666666666, 17.980555555555554, 12.900277777777777, 53.50805555555556, 15.024722222222222, 13.61138888888889, 24.789166666666667, 30.7225, 12.280277777777778, 35.44444444444444, 28.87638888888889, 10.616388888888888, 35.72361111111111, 55.17527777777778, 13.086666666666666, 82.52833333333334, 23.61777777777778, 24.191388888888888, 57.26888888888889, 666.5136111111111]","[277, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 1, 1, 0, 1, 2, 0, 3, 0, 1, 2, 27]",8214.175556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-02-25 23:59:58+0000', tz='UTC'))]",[1343.9991666666667],[55],1343.999167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-04-23 12:51:45+0000', tz='UTC')), (Timestamp('2022-04-23 18:44:18+0000', tz='UTC'), Timestamp('2022-04-24 12:51:16+0000', tz='UTC')), (Timestamp('2022-04-24 12:51:16+0000', tz='UTC'), Timestamp('2022-04-29 16:41:38+0000', tz='UTC')), (Timestamp('2022-04-29 16:41:38+0000', tz='UTC'), Timestamp('2022-05-01 16:24:00+0000', tz='UTC')), (Timestamp('2022-05-01 16:24:00+0000', tz='UTC'), Timestamp('2022-05-04 23:59:58+0000', tz='UTC')), (Timestamp('2022-06-10 23:59:58+0000', tz='UTC'), Timestamp('2022-06-11 23:59:58+0000', tz='UTC')), (Timestamp('2022-06-23 08:17:56+0000', tz='UTC'), Timestamp('2022-06-25 23:59:58+0000', tz='UTC')), (Timestamp('2022-08-11 23:59:58+0000', tz='UTC'), Timestamp('2022-08-15 14:32:17+0000', tz='UTC')), (Timestamp('2022-10-02 21:41:29+0000', tz='UTC'), Timestamp('2022-10-03 23:59:58+0000', tz='UTC')), (Timestamp('2022-11-02 19:29:37+0000', tz='UTC'), Timestamp('2022-11-04 17:03:52+0000', tz='UTC')), (Timestamp('2022-11-21 23:59:58+0000', tz='UTC'), Timestamp('2022-11-23 16:05:18+0000', tz='UTC')), (Timestamp('2022-12-14 23:59:58+0000', tz='UTC'), Timestamp('2022-12-29 14:16:23+0000', tz='UTC'))]","[2700.862222222222, 18.11611111111111, 123.83944444444444, 47.70611111111111, 79.59944444444444, 24.0, 63.70055555555555, 86.53861111111111, 26.308055555555555, 45.57083333333333, 40.08888888888889, 350.2736111111111]","[112, 0, 5, 1, 3, 1, 2, 3, 1, 1, 1, 14]",3606.603889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,"[(Timestamp('2022-01-02 21:55:03+0000', tz='UTC'), Timestamp('2022-01-04 13:53:43+0000', tz='UTC')), (Timestamp('2022-02-16 23:59:58+0000', tz='UTC'), Timestamp('2022-02-17 17:10:36+0000', tz='UTC')), (Timestamp('2022-03-02 20:53:44+0000', tz='UTC'), Timestamp('2022-03-03 19:00:46+0000', tz='UTC')), (Timestamp('2022-03-08 15:25:00+0000', tz='UTC'), Timestamp('2022-03-10 18:24:56+0000', tz='UTC')), (Timestamp('2022-03-10 20:23:53+0000', tz='UTC'), Timestamp('2022-03-17 12:14:50+0000', tz='UTC')), (Timestamp('2022-04-17 14:06:53+0000', tz='UTC'), Timestamp('2022-04-20 15:47:19+0000', tz='UTC')), (Timestamp('2022-04-23 12:12:17+0000', tz='UTC'), Timestamp('2022-04-26 16:42:36+0000', tz='UTC')), (Timestamp('2022-05-25 20:05:14+0000', tz='UTC'), Timestamp('2022-05-26 07:59:12+0000', tz='UTC')), (Timestamp('2022-06-07 17:44:06+0000', tz='UTC'), Timestamp('2022-06-08 08:55:33+0000', tz='UTC')), (Timestamp('2022-08-18 15:07:50+0000', tz='UTC'), Timestamp('2022-08-20 23:59:58+0000', tz='UTC')), (Timestamp('2022-08-28 23:59:58+0000', tz='UTC'), Timestamp('2022-08-30 16:29:01+0000', tz='UTC')), (Timestamp('2022-10-30 23:59:58+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[39.977777777777774, 17.177222222222223, 22.11722222222222, 50.99888888888889, 159.84916666666666, 73.67388888888888, 76.50527777777778, 11.899444444444445, 15.190833333333334, 56.86888888888889, 40.48416666666667, 3648.0]","[1, 0, 0, 2, 6, 3, 3, 0, 0, 2, 1, 152]",4212.742778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,"[(Timestamp('2022-05-22 23:59:58+0000', tz='UTC'), Timestamp('2022-05-24 23:59:58+0000', tz='UTC')), (Timestamp('2022-09-13 23:59:58+0000', tz='UTC'), Timestamp('2022-09-14 17:28:48+0000', tz='UTC')), (Timestamp('2022-09-14 17:28:48+0000', tz='UTC'), Timestamp('2022-09-16 23:59:58+0000', tz='UTC'))]","[48.0, 17.480555555555554, 54.519444444444446]","[2, 0, 2]",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-01-16 16:48:50+0000', tz='UTC')), (Timestamp('2022-01-16 16:48:50+0000', tz='UTC'), Timestamp('2022-01-29 21:19:08+0000', tz='UTC')), (Timestamp('2022-01-29 21:19:08+0000', tz='UTC'), Timestamp('2022-01-30 06:05:56+0000', tz='UTC')), (Timestamp('2022-01-30 06:05:56+0000', tz='UTC'), Timestamp('2022-02-27 19:27:23+0000', tz='UTC')), (Timestamp('2022-02-27 19:27:23+0000', tz='UTC'), Timestamp('2022-03-05 14:49:30+0000', tz='UTC')), (Timestamp('2022-03-05 14:49:30+0000', tz='UTC'), Timestamp('2022-03-31 19:38:26+0000', tz='UTC')), (Timestamp('2022-03-31 19:38:26+0000', tz='UTC'), Timestamp('2022-04-02 08:43:28+0000', tz='UTC')), (Timestamp('2022-04-02 08:43:28+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[376.81361111111113, 316.505, 8.78, 685.3575, 139.3686111111111, 628.8155555555555, 37.083888888888886, 8727.275]","[15, 13, 0, 28, 5, 26, 1, 363]",10919.99917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,"[(Timestamp('2022-07-25 23:59:58+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]",[5976.0],[249],5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-06-07 23:59:58+0000', tz='UTC'))]",[3791.9991666666665],[157],3791.999167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,"[(Timestamp('2022-01-10 20:10:29+0000', tz='UTC'), Timestamp('2022-01-11 23:59:58+0000', tz='UTC')), (Timestamp('2022-04-21 17:16:06+0000', tz='UTC'), Timestamp('2022-04-26 23:59:58+0000', tz='UTC'))]","[27.82472222222222, 126.7311111111111]","[1, 5]",154.5558333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,"[(Timestamp('2022-01-01 00:00:01+0000', tz='UTC'), Timestamp('2022-03-29 17:38:14+0000', tz='UTC')), (Timestamp('2022-03-29 17:38:14+0000', tz='UTC'), Timestamp('2023-03-31 23:59:58+0000', tz='UTC'))]","[2105.6369444444445, 8814.362222222222]","[87, 367]",10919.99917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,"[(Timestamp('2022-02-12 12:51:37+0000', tz='UTC'), Timestamp('2022-02-17 23:59:58+0000', tz='UTC')), (Timestamp('2022-03-30 20:13:28+0000', tz='UTC'), Timestamp('2022-03-31 14:47:19+0000', tz='UTC')), (Timestamp('2022-09-13 23:59:58+0000', tz='UTC'), Timestamp('2022-09-15 23:59:58+0000', tz='UTC')), (Timestamp('2022-10-07 13:55:40+0000', tz='UTC'), Timestamp('2022-10-11 23:59:58+0000', tz='UTC')), (Timestamp('2022-10-14 14:55:52+0000', tz='UTC'), Timestamp('2022-10-20 23:59:58+0000', tz='UTC'))]","[131.13916666666665, 18.564166666666665, 48.0, 106.07166666666667, 153.06833333333333]","[5, 0, 2, 4, 6]",456.8433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
